timeVals,jointPos,muscleAct,motorTorque
[0.002],[1.7439],[0.0004 0.0004 0.0004 0.0004 0.0004 0.0004],[16.0218]
[0.004],[1.7445],[0.0006 0.0006 0.0006 0.0006 0.0006 0.0006],[14.7124]
[0.006],[1.7445],[0.0008 0.0008 0.0008 0.0008 0.0008 0.0008],[12.2189]
[0.008],[1.7438],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[9.7902]
[0.01],[1.7427],[0.0009 0.0009 0.0009 0.0009 0.0009 0.0009],[7.4289]
[0.012],[1.7412],[0.001 0.001 0.001 0.001 0.001 0.001],[5.1756]
[0.014],[1.7396],[0.001 0.001 0.001 0.001 0.001 0.001],[3.0657]
[0.016],[1.7377],[0.001 0.001 0.001 0.001 0.001 0.001],[1.1295]
[0.018],[1.7359],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.6081]
[0.02],[1.7341],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.1282]
[0.022],[1.7325],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.5529]
[0.024],[1.7311],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.3782]
[0.026],[1.73],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.9667]
[0.028],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.3263]
[0.03],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4697]
[0.032],[1.7286],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.4136]
[0.034],[1.7287],[0.001 0.001 0.001 0.001 0.001 0.001],[-6.1777]
[0.036],[1.7292],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.7845]
[0.038],[1.7299],[0.001 0.001 0.001 0.001 0.001 0.001],[-5.2578]
[0.04],[1.7309],[0.001 0.001 0.001 0.001 0.001 0.001],[-4.6228]
[0.042],[1.7321],[0.001 0.001 0.001 0.001 0.001 0.001],[-3.9002]
[0.044],[1.7334],[0.001 0.001 0.001 0.001 0.001 0.001],[-3.1186]
[0.046],[1.7349],[0.001 0.001 0.001 0.001 0.001 0.001],[-2.3045]
[0.048],[1.7365],[0.001 0.001 0.001 0.001 0.001 0.001],[-1.4831]
[0.05],[1.7382],[0.001 0.001 0.001 0.001 0.001 0.001],[-0.6759]
[0.052],[1.7398],[0.001 0.001 0.001 0.001 0.001 0.001],[0.0976]
[0.054],[1.7414],[0.001 0.001 0.001 0.001 0.001 0.001],[0.8202]
[0.056],[1.743],[0.001 0.001 0.001 0.001 0.001 0.001],[1.4775]
[0.058],[1.7445],[0.001 0.001 0.001 0.001 0.001 0.001],[2.0579]
[0.06],[1.7459],[0.001 0.001 0.001 0.001 0.001 0.001],[2.5523]
[0.062],[1.7471],[0.001  0.001  0.001  0.001  0.001  0.0013],[3.4558]
[0.064],[1.7481],[0.001  0.001  0.001  0.001  0.001  0.0014],[3.6819]
[0.066],[1.7489],[0.001  0.001  0.001  0.001  0.001  0.0015],[3.809]
[0.068],[1.7495],[0.001  0.001  0.001  0.001  0.001  0.0015],[3.8406]
[0.07],[1.75],[0.001  0.001  0.001  0.001  0.001  0.0016],[3.7827]
[0.072],[1.7502],[0.001  0.001  0.001  0.001  0.001  0.0016],[3.643]
[0.074],[1.7503],[0.001  0.001  0.001  0.001  0.001  0.0016],[3.4305]
[0.076],[1.7502],[0.001  0.001  0.001  0.001  0.001  0.0016],[3.1555]
[0.078],[1.75],[0.001  0.001  0.001  0.001  0.001  0.0016],[2.8289]
[0.08],[1.7496],[0.001  0.001  0.001  0.001  0.001  0.0016],[2.462]
[0.082],[1.7491],[0.001  0.001  0.001  0.001  0.001  0.0016],[2.0441]
[0.084],[1.7485],[0.001  0.001  0.001  0.001  0.001  0.0016],[1.6386]
[0.086],[1.7479],[0.001  0.001  0.001  0.001  0.001  0.0016],[1.2252]
[0.088],[1.7472],[0.001  0.001  0.001  0.001  0.001  0.0016],[0.8151]
[0.09],[1.7464],[0.001  0.001  0.001  0.001  0.001  0.0015],[0.4177]
[0.092],[1.7457],[0.001  0.001  0.001  0.001  0.001  0.0015],[0.0414]
[0.094],[1.7449],[0.001  0.001  0.001  0.001  0.001  0.0015],[-0.3066]
[0.096],[1.7442],[0.001  0.001  0.001  0.001  0.001  0.0015],[-0.6201]
[0.098],[1.7435],[0.001  0.001  0.001  0.001  0.001  0.0015],[-0.8943]
[0.1],[1.7429],[0.001  0.001  0.001  0.001  0.001  0.0015],[-1.1258]
[0.102],[1.7424],[0.001  0.001  0.001  0.001  0.001  0.0015],[-1.538]
[0.104],[1.7419],[0.001  0.001  0.001  0.001  0.001  0.0015],[-1.6391]
[0.106],[1.7415],[0.001  0.001  0.001  0.001  0.001  0.0014],[-1.6935]
[0.108],[1.7412],[0.001  0.001  0.001  0.001  0.001  0.0014],[-1.7034]
[0.11],[1.741],[0.001  0.001  0.001  0.001  0.001  0.0014],[-1.6717]
[0.112],[1.7409],[0.001  0.001  0.001  0.001  0.001  0.0014],[-1.6026]
